title,description,points,price,variety,region_1,variety_region
Château Moulin de Canhaut 2013  Médoc,"Well made and balanced, this wine is full of red-currant and berry fruits plus layers of tannins. Structured and with a smoky character, it is fresh, fruity and will develop quickly. Drink from 2017.",87,22.0,Bordeaux-style Red Blend,Médoc,Bordeaux-style Red Blend-Médoc
Foxen 2009 Pinot Noir (Santa Maria Valley),"Just beautiful, a dry, silky Pinot Noir, filled with complex flavors of cherries and black raspberries. Oak adds lovely notes of sweet char, and the natural acidity of the Santa Maria Valley shines through. Now–2014.",91,34.0,Pinot Noir,Santa Maria Valley,Pinot Noir-Santa Maria Valley
Caven 2008 Messere  (Sforzato di Valtellina),"This opens with aromas of underbrush, tilled soil, blue flowers, oak and baked plum. The palate offers dried cherries, figs, nutmeg, tobacco and anisette alongside assertive but polished tannins. Drink through 2020.",91,59.0,Nebbiolo,Sforzato di Valtellina,Nebbiolo-Sforzato di Valtellina
Casebianche 2012 Cumalè Fiano (Cilento),"Made with organically farmed grapes, this wine starts with an unusual nose that recalls Asian spices, curry, rosemary and citrus. The palate is less exotic, offering lemon-lime and grapefruit lightly accented with clove.",87,18.0,Fiano,Cilento,Fiano-Cilento
Tenute Rubino 2012 Visellio Primitivo (Salento),"Aromas of underbrush, toast, black plum and cooking spice lead the nose. The dense, extracted palate offers blackberry, prune, licorice, mocha and grilled sage alongside velvety but rather fleeting tannins.",88,38.0,Primitivo,Salento,Primitivo-Salento
La Casaccia 2007 Bricco del Bosco  (Barbera del Monferrato),"Blueberries, raspberry and bright fruit emerge immediately from the nose of this dark ruby, slightly purplish Barbera. The wine is chewy and bright in the mouth with raw fruit flavors and dark cherry on the close.",87,,Barbera,Barbera del Monferrato,Barbera-Barbera del Monferrato
Arista 2014 Chardonnay (Russian River Valley),"This high-toned, lovely wine is a best-of blend from several vineyards—primarily Ritchie and Banfield. Sugar pie apple and fig flavors form a robustly concentrated fruitiness that's ribbed with vibrant minerality. A clarified butter-like creaminess comes through on the finish.",96,54.0,Chardonnay,Russian River Valley,Chardonnay-Russian River Valley
Arbiola 2008 Carlotta  (Barbera d'Asti),"Inky and dense, this bright Barbera d'Asti offers an impressive bouquet of sweet cherry, cinnamon and spicy clove. There's a chewy, succulent quality to this wine that is followed by cleansing acidity and a pretty menthol close.",88,,Barbera,Barbera d'Asti,Barbera-Barbera d'Asti
Château Laforge 2012  Saint-Émilion,"This very complete wine offers dark tannins, ripe berry fruits and a velvet texture. It's rich, relying on blackberry and black plum flavors and a dense structure. Mouth-filling, it delivers delicious fragrant acidity at the end. Drink from 2017.",90,65.0,Bordeaux-style Red Blend,Saint-Émilion,Bordeaux-style Red Blend-Saint-Émilion
Testarossa 2015 Cuvée 107 Pinot Noir (Santa Lucia Highlands),"A nod to this winery being the 107th ever bonded in the country, this widely available bottling is a good deal. It opens with dried sage, tart cherry and pomegranate aromas, which lead into a light and airy palate full of cranberry fruit and garrigue notes, especially lavender and fennel pollen.",88,23.0,Pinot Noir,Santa Lucia Highlands,Pinot Noir-Santa Lucia Highlands
Cadaretta 2012 Cabernet Sauvignon (Columbia Valley (WA)),"Locked up garden herb and cherry aromas are followed by bountiful dark fruit flavors. It possesses a lovely sense of balance and appeal, with chewy tannins backing it all up.",91,40.0,Cabernet Sauvignon,Columbia Valley (WA),Cabernet Sauvignon-Columbia Valley (WA)
Madrigal 2012 Sonnet #63 Red (Napa Valley),"Tight tannins support a blend of 49% Cabernet Sauvignon with 21% Petit Verdot, 11% Merlot and 9% Cabernet Franc. Black fruit, tobacco and leather give it a robust profile, finishing full bodied and ripe.",87,70.0,Bordeaux-style Red Blend,Napa Valley,Bordeaux-style Red Blend-Napa Valley
Feudi di San Gregorio 2007 Pátrimo Merlot (Campania),"The legend behind Pàtrimo is that the folks at Feudi di San Gregorio had misidentified the grape variety planted in their historic vineyard until it was finally confirmed to be Merlot. Very few vineyards with international varieties exist in this part of the world. This is a beautifully elegant but large expression with precise aromas of blackberry, spice, chocolate and maraschino cherry. The gorgeous 2007 vintage shows tannins that could still age in the cellar and a slightly sweet or chewy finish.",93,120.0,Merlot,Campania,Merlot-Campania
àMaurice 2010 Gamache Vineyard Malbec (Columbia Valley (WA)),"Single vineyard, 100% varietal Malbec can be spot on, and this succeeds with a balanced flavor profile of mixed berries and earthy tannins. There's a hint of volatility, that quickly blows off. Decanting for an hour or so is advised.",90,35.0,Malbec,Columbia Valley (WA),Malbec-Columbia Valley (WA)
Gardel 2012 Cabernet Sauvignon (Mendoza),"Jammy, scratchy, oddly spiced aromas set up a drawing, cloying palate feel. Gummy strawberry and raspberry flavors finish short and briny, with a sweet, chocolaty note.",81,15.0,Cabernet Sauvignon,Mendoza,Cabernet Sauvignon-Mendoza
Nisia 2012 Old Vines Verdejo (Rueda),"This Verdejo is fruity and tropical on the bouquet. In the mouth, it's plump and smooth, with just enough acidic bite to keep things zesty. Flavors of melon, peach and pear finish solid and fairly long.",88,16.0,Verdejo,Rueda,Verdejo-Rueda
Cobblestone 2009 Cobblestone Vineyard Reserve Cabernet Sauvignon (Atlas Peak),"An impressive Cabernet, rich and dense in fruit and oak, with tremendous tannins that are at once hard and soft. It's already throwing some sediment, and the cherry and raspberry fruit comes through in a pure, sweetly feminine manner. Should continue to evolve in the bottle for at least 10 years.",93,52.0,Cabernet Sauvignon,Atlas Peak,Cabernet Sauvignon-Atlas Peak
Antonino Tringali-Casanuova 2008 Patrimonio  (Bolgheri),This 60-40 blend of Cabernet Sauvignon and Merlot opens with jammy aromas of cherry marmalade and blackberry preserves. The fruit tones are very intense but the spice nuances are integrated and folded within the natural density of the mouthfeel.,87,29.0,Red Blend,Bolgheri,Red Blend-Bolgheri
Cascina Adelaide 2011  Barolo,"Dark berry, cinnamon, clove, leather, oak and a balsamic note are some of the aromas and flavors you'll find on this structured red. Firm, fine-grained tannins provide the framework but it still needs time to unwind.",92,85.0,Nebbiolo,Barolo,Nebbiolo-Barolo
Paul Dolan 2010 Cabernet Sauvignon (Mendocino County),"This is a subtle red wine whose tannins gingerly coat the midpalate and linger. Full of red fruit flavors and balanced by an herb note, this is softly textured and round.",87,25.0,Cabernet Sauvignon,Mendocino County,Cabernet Sauvignon-Mendocino County
De Bortoli 2010 DB Family Selection Pinot Grigio (South Eastern Australia),"Medium in weight, with modest pear and melon aromas and flavors. It's clean and fresh, finishing with a delicate touch of citrus. Drink now.",84,9.0,Pinot Grigio,South Eastern Australia,Pinot Grigio-South Eastern Australia
C. Donatiello 2006 Pinot Noir (Russian River Valley),"Shows the fine varietal characteristics of dryness, silkiness and fruitiness you want in a nice Russian River Pinot, with suggestions of cherries, currants, root beer and smoky oak. There's also a streak of wintergreen tartness that seems to limit the cellar-worthiness. Best now and through 2010.",86,48.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Jarvis 2010 Estate Grown Cave Fermented Tempranillo (Napa Valley),"Shows the impeccable viticulture and winemaking talent that mark all of Jarvis's red wines. The tannins and acidity are considerable, giving the cherry flavor such a nice bite. A lovely wine to drink now with steak or Italian-inspired beef dishes.",90,70.0,Tempranillo,Napa Valley,Tempranillo-Napa Valley
Brecon Estate 2014 Viognier-Grenache Blanc (Paso Robles),"Clean, crisp and stony aromas of lime zest, nectarine, peach blossom and chalk show on this brisk blend. There's lots of zing on the palate, with flavors of tangerine, lime and an array of citrus.",91,27.0,Viognier-Grenache Blanc,Paso Robles,Viognier-Grenache Blanc-Paso Robles
Savannah-Chanelle 2006 Armagh Vineyard Pinot Noir (Sonoma Coast),"Notable for sheer deliciousness, the way you can't stop at one sip but want more. Soft and gentle, with just a touch of crispness and oak tannins, this Pinot's flavors star. Raspberries, cherries, cocoa, red licorice, cola, vanilla all mingle into some fabulously sweet confection that manages to finish thoroughly dry.",92,45.0,Pinot Noir,Sonoma Coast,Pinot Noir-Sonoma Coast
Mount Veeder 2013 Cabernet Sauvignon (Napa Valley),"This is a brawny, leathery expression of the variety, explosive on the palate in brambly blackberry and black cherry. Leather, coffee and tobacco give it additional edge and savory qualities that work within its full-bodied, ripe and rich context.",90,44.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Winter's Hill 2014 Pinot Gris (Dundee Hills),"Smooth and fruity, this all-stainless effort carries a citrusy tang into the finish. It quickly settles into a good flavor groove, with suggestions of fresh-baked bread.",88,17.0,Pinot Gris,Dundee Hills,Pinot Gris-Dundee Hills
Il Conte 2007 Villa Aurato Prandone White (Falerio dei Colli Ascolani),"Fragrant and floral, this white blend of Trebbiano, Pecorino and Passerina from the Marche offers stone fruit, green melon and honeysuckle. The wine has a clean and refreshing quality that promises an easy pairing with spicy Asian foods.",86,,White Blend,Falerio dei Colli Ascolani,White Blend-Falerio dei Colli Ascolani
Clinton 2012 Victory White Seyval Blanc (Hudson River Region),"Dusty, musky notes persist throughout this delicately framed Seyval Blanc, lending a savory, dark tone to pressed apple and pear flavors. The palate is tart and lemony, with a brisk finish.",83,19.0,Seyval Blanc,Hudson River Region,Seyval Blanc-Hudson River Region
Baron-Fuenté NV Esprit Grand Cru  (Champagne),"A blend of three vintages, this impressive wine from the southern Champagne vineyards of the Aube has both crisp fruit and maturity from bottle aging. It's ripe with sliced apple fruit and plenty of citrus. Drink now.",93,40.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Pride Mountain 2008 Cabernet Sauvignon (Napa County-Sonoma County),"Hugely delicious, just a joy to drink. So soft and velvety, so rich in blackberry jam, cassis and chocolate flavors, with the tannins so smooth and round. Really wonderful over the next few years, although the softness and high alcohol suggest it's not an ager.",93,66.0,Cabernet Sauvignon,Napa County-Sonoma County,Cabernet Sauvignon-Napa County-Sonoma County
Cà La Bionda 2004 Vigneti di Ravazzól  (Amarone della Valpolicella Classico),"The Ravazzól vineyards produce fruit with intense aromas of blackberry, chocolate and spice. In the case of this wine, those tones are further enhanced with red apple and mesquite wood. The mouthfeel is smooth and very polished.",92,,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara-Amarone della Valpolicella Classico"
Poggio Stenti 2009 Tribolo  (Montecucco),"A great pairing partner to pizzas or cheesy pastas, Tribolo has the high acidity and alcohol to wash your palate clean of fatty foods. It ends with bright notes of cherry, cassis and cola.",88,27.0,Sangiovese,Montecucco,Sangiovese-Montecucco
Cave de Saumur NV De Chanceny Brut Sparkling (Crémant de Loire),"Chenin Blanc dominates this attractive wine, giving a nutty, almond and honey character. Stewed pear is balanced with lime acidity in a fruity contrast. The wine is aromatic, lively and ready to drink.",87,19.0,Sparkling Blend,Crémant de Loire,Sparkling Blend-Crémant de Loire
Emilio's Terrace 2005 Sophie's Rows Cabernet Sauvignon (Oakville),"Here's a firm young Cab that desperately needs time in the cellar. Its tannins push and shove the palate, stinging and shutting it down. But there's a deep core of terrifically ripe black currants, and the oak application is fancy. Only 150 cases produced. Best after 2011 and possibly for many years after.",94,120.0,Cabernet Sauvignon,Oakville,Cabernet Sauvignon-Oakville
Kendall-Jackson 2013 Grand Reserve Merlot (Sonoma County),"This is an impressive undertaking, made from estate vineyards across the region, all certified sustainable. Medium in build and intensity, it allows acidity to balance out the strong, interwoven tannin and power to remain buoyant in high-toned cherry and currant. It finishes with a flourish of cinnamon spice.",91,26.0,Merlot,Sonoma County,Merlot-Sonoma County
Roche de Bellene 2014 Vieilles Vignes  (Bourgogne),This wine is produced from vines aged 62–88 years old. It has ripe red fruits and soft tannins creating a wine that is generous and ready to drink. It is a blend of grapes from the flat lands beyond the slopes in the Côte d'Or. The wine finishes with acidity as well as attractive fruitiness.,87,20.0,Pinot Noir,Bourgogne,Pinot Noir-Bourgogne
Ramón Bilbao 2008 Limited Edition Crianza  (Rioja),"This is leathery and earthy up front, with cherry and berry aromas that come with a flower accent. It feels snappy, alert and slightly citrusy, with raspberry, red plum and vanilla flavors. It's relatively short and choppy on the finish, but it's fresh, with the proper amount of oak.",89,17.0,Tempranillo,Rioja,Tempranillo-Rioja
Pecchenino 2010 San Luigi  (Dolcetto di Dogliani),"A blend of Dolcetto grapes from different prized vineyard sites in Dogliani, this has a definite note of sophistication that comes across as spice, ripe fruit and tobacco. On the finish, the wine is smooth, textured and long lasting.",90,,Dolcetto,Dolcetto di Dogliani,Dolcetto-Dolcetto di Dogliani
Domaine de la Terre Rouge 2006 Enigma White (Sierra Foothills),"Soft, sweet and savory, this Marsanne, Viognier and Roussanne blend has flavors of pineapples, pears, white currants and vanilla custard. Would really benefit from being drier and crisper.",84,24.0,Rhône-style White Blend,Sierra Foothills,Rhône-style White Blend-Sierra Foothills
Gundlach Bundschu 2012 Cabernet Sauvignon (Sonoma Valley),"Black olive tapenade, cedar and tobacco combine for a memorable effect in this largely structured wine, its tannins and oaks still resolving on the palate. From historic family-farmed vineyard, it's a powerful wine that will benefit with time; cellar through 2020.",90,45.0,Cabernet Sauvignon,Sonoma Valley,Cabernet Sauvignon-Sonoma Valley
Mercer Canyons 2010 Cabernet Sauvignon (Horse Heaven Hills),"A bit of leather and barnyard marks this Cabernet Sauvignon's nose, but it does not mask the plum and black cherry notes. The finish is layered with dark chocolate and espresso flavors.",88,17.0,Cabernet Sauvignon,Horse Heaven Hills,Cabernet Sauvignon-Horse Heaven Hills
Merry Cellars 2006 Stillwater Creek Vineyard Sémillon (Columbia Valley (WA)),"This wine carries a whiff of honeyed fig, which opens out into a luscious, rich, satisfying, full-bodied Sémillon. It's a complete wine, which seems to run through a lifetime's evolution in the mouth, finishing with a creamy, plush mix of fruit and barrel. Long, seamless and delicious.",91,18.0,Sémillon,Columbia Valley (WA),Sémillon-Columbia Valley (WA)
Schug 2013 Heritage Reserve Pinot Noir (Carneros),"Spicy earth meets baked plum and cherry in this medium-bodied wine sourced from multiple sites, including Sangiacomo Vineyards. Mint and lavender scents emerge on the nose before stronger elements of tobacco take over on the finish.",90,40.0,Pinot Noir,Carneros,Pinot Noir-Carneros
Medlock Ames 2014 Moss Oak Pinot Noir (Russian River Valley),"Cloudy with a touch of reduction on the nose, this wine opens with a heady perfume of roses, kirsch and crushed strawberries, tight and lively on the palate in fresh acidity. It remains highly aromatic in the glass.",89,50.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Château Labégorce Margaux 2000  Margaux,"If Margaux is the most delicate of the Médoc wines, then this is the epitome of Margaux. It is light, poised and attractively perfumed. The fruit is elegant and fresh with a fine streak of acidity.",90,50.0,Bordeaux-style Red Blend,Margaux,Bordeaux-style Red Blend-Margaux
District 2011 Merlot (Oakville),There's a spicy cinnamon character to this wine that's otherwise flush in blackberry and chest-pounding ripe fruit and oak.,86,30.0,Merlot,Oakville,Merlot-Oakville
Mercer 2014 Riesling (Yakima Valley),"This is an aromatic wine, with notes of peach, pear, soda water and apricot. It drinks off dry, with abundant stone-fruit flavors throughout.",86,13.0,Riesling,Yakima Valley,Riesling-Yakima Valley
Sesta di Sopra 2006  Brunello di Montalcino,"Sesta di Sopra delivers a superb and beautiful Brunello with impossible richness and gorgeous intensity. Aromas include black cherry, vanilla, dark mocha, freshly ground espresso and a subtle touch of mineral dryness at the end. It's equally impressive on the palate with smooth, thick intensity.",95,60.0,Sangiovese Grosso,Brunello di Montalcino,Sangiovese Grosso-Brunello di Montalcino
Valentino Butussi 2007 Sauvignon Corno di Rosazzo Sauvignon (Colli Orientali del Friuli),"Simple, clean and fresh, this is a no-fuss Sauvignon that offers all the vibrant aromas of exotic fruit and chopped mint associated with the grape. Its lean, compact texture and bright acidity make it a pleasure to drink and pair with food.",86,12.0,Sauvignon,Colli Orientali del Friuli,Sauvignon-Colli Orientali del Friuli
Raymond 2010 Petite Sirah (Napa Valley),"The color is midnight black and tannins are big and tough. The fruit is enormous, offering an explosion of blackberries and succulent plums, with hints of bacon, mu shu plum sauce, caramelized oak and freshly crushed black pepper. Stick this in the cellar until at least 2022.",89,40.0,Petite Sirah,Napa Valley,Petite Sirah-Napa Valley
L'Ecole No. 41 2014 Syrah (Columbia Valley (WA)),"Blended with 20% Grenache, this wine displays somewhat reticent aromas of cranberry, baking spice, raspberry and plum. The cherry flavors are rich with the tannins initially showing a touch of astringency that softens over time.",89,25.0,Syrah,Columbia Valley (WA),Syrah-Columbia Valley (WA)
La Follette 2010 Manchester Ridge Vineyard Pinot Noir (Mendocino Ridge),"Bright and high in acidity, this has a lively cherry flavor, plus a layering of earthy mushroom. It's silky from start to finish.",91,50.0,Pinot Noir,Mendocino Ridge,Pinot Noir-Mendocino Ridge
Brancaia 2010 Il Blu Red (Toscana),"A blend of Sangiovese, Merlot and Cabernet Sauvignon, this opens with aromas of charred earth, game and a funky whiff of barnyard. The evolved palate offers dried black cherries, prune, coffee, clove, oak and licorice alongside fleeting but astringent tannins.",87,85.0,Red Blend,Toscana,Red Blend-Toscana
Cuvée de Peña 2009 Rosé (Vin de Pays des Côtes Catalanes),"Composed of 60% Grenache and 40% Syrah, here's a tasty and attractively priced rosé with a gorgeous bouquet of fresh white strawberry, ripe plum and a touch of mango-infused tropical acidity. The palate is like a strawberry creamsicle, with a balanced richness that fosters the impression of decadence. A full and lush but still vibrant rosé.",87,11.0,Rosé,Vin de Pays des Côtes Catalanes,Rosé-Vin de Pays des Côtes Catalanes
Barlow 2009 Unfiltered Merlot (Calistoga),"Softly delicious, this is a beautiful Merlot to drink now. It's a little hot in alcohol on the finish, but feels elegant in the mouth, offering waves of cherries, currants and mocha.",87,35.0,Merlot,Calistoga,Merlot-Calistoga
Delgado Zuleta NV Premium Moscatel Sherry (Jerez),"Despite some heat and burn to the nose, there's nothing not to like about aromas of pecan pie and toffee. This Moscatel sweetie is solid in feel, but mostly around the edges; the middle palate is a bit weak. Flavors of brown sugar and caramel are more sweet and simple than complex.",86,16.0,Sherry,Jerez,Sherry-Jerez
Renwood 2012 Clarion Red (Amador County),"This is in the big red category without being overwhelming. Rich, firm and concentrated, it smells like blackberries and vanilla, tastes layered and textural, and has enough tannin and acidity for great balance despite a hint of sweetness.",89,20.0,Red Blend,Amador County,Red Blend-Amador County
Le Fonti 2012  Chianti Classico,"Ripe blackberry, blueberry, violet and cooking spice aromas all come together on this blend of Sangiovese and a small amount of Merlot and Cabernet Sauvignon. The palate offers up juicy black cherry, plum steeped in spirits, white pepper and clove while firm, chewy tannins hold it all together. Drink through 2018.",88,22.0,Red Blend,Chianti Classico,Red Blend-Chianti Classico
Paumanok 2014 Semi Dry Riesling (North Fork of Long Island),Ripe peach and yellow cherry aromas take a turn towards the tropics on the palate of this intensely fruity wine. It's semi-dry in style with a slightly candied tone but balanced neatly by tart lemon­-lime acidity. Drink now.,87,20.0,Riesling,North Fork of Long Island,Riesling-North Fork of Long Island
Steven Kent 2009 Ghielmetti Vineyard Petit Verdot (Livermore Valley),"This small-lot Petit Verdot needs another 5–7 years to shine. There's an intensity of licorice, black fruit and chocolate that's detectable, but the oak and tannin structure loom ominously over the fruit right now. Heaviness on the palate is balanced as well by the wine's acidity, a feat for such a big-boned grape variety.",88,50.0,Petit Verdot,Livermore Valley,Petit Verdot-Livermore Valley
Michael Rose Cellars 2013 Estrella Creek Vineyard Syrah (Paso Robles),"Bright and vivacious black and red berries meet with dill, mint and white sage on the nose of this bottling from a historic vineyard, with a touch of sweet pine wood as well. Dried purple flowers are prominent on the sip, where touches of asphalt, charcoal and beef in a blackberry sauce are boosted by peppery spice.",91,34.0,Syrah,Paso Robles,Syrah-Paso Robles
Michel Torino 2014 Cuma Made With Organic Grapes Torrontés (Cafayate),"Lime and mango aromas stick out on an otherwise neutral, crisp bouquet. This is lean and well cut, with refreshing citric acidity. Flavors of pineapple, lime and green apple finish with zest and continuity. Drink now.",88,13.0,Torrontés,Cafayate,Torrontés-Cafayate
La Tordera NV Extra Dry  (Prosecco di Valdobbiadene),"There's a lot going on in the glass starting with lively perlage in the form of small, persistent bubbling. Also very enjoyable are the aromas, which recall white fruit, chopped sweet basil, almond blossom and soapy floral tones. The wine ends on a sweet note with mature pear flavors.",88,19.0,Prosecco,Prosecco di Valdobbiadene,Prosecco-Prosecco di Valdobbiadene
Madrigal 2006 Merlot (Napa Valley),"Soft, fruity and simple, with rich flavors of black cherry and raspberry jam, accented with cocoa, coffee, cinnamon and sugar flavors. Tastes like a Starbucks drink.",84,30.0,Merlot,Napa Valley,Merlot-Napa Valley
Château la Brande 2014  Castillon Côtes de Bordeaux,"Anne-Marie and Jean-Guy Todeschini started a revolution here and at Château Mangot and sons Karl and Yann (mid-Millennials) are moving it on. They use Jean-Pierre Cousinié's terroir analysis (look it up), no pesticides, experiment with no sulfur and are changing the way their terroir talks to the wine. This vintage is a rich wine with attractive black currant fruit and fine acidity. With structured tannins and light spice, it is fruity, juicy and will be ready to drink from 2018.",90,18.0,Bordeaux-style Red Blend,Castillon Côtes de Bordeaux,Bordeaux-style Red Blend-Castillon Côtes de Bordeaux
Fenestra 2009 Tempranillo (Livermore Valley),"An oaky, smooth Tempranillo with understated black cherry and earthy notes, soft and medium-bodied. On the finish, expect vanilla.",86,36.0,Tempranillo,Livermore Valley,Tempranillo-Livermore Valley
Valdellövo 2012 Bade Col Fondo  (Conegliano Valdobbiadene Prosecco Superiore),"Refermented in the bottle on its lees, this fresh and lively wine has a slightly cloudy appearance thanks to fine sediment on the bottom. Delicate aromas of white flower, citrus and stone fruit lead to a palate that delivers tart green apple, white peach and lime.",88,26.0,Sparkling Blend,Conegliano Valdobbiadene Prosecco Superiore,Sparkling Blend-Conegliano Valdobbiadene Prosecco Superiore
Alexandria Nicole 2011 Gravity Destiny Ridge Vineyard Merlot (Horse Heaven Hills),"An aromatically appealing wine with notes of macerated cherries along with raspberries, cola and licorice, as well as tart acids.",88,,Merlot,Horse Heaven Hills,Merlot-Horse Heaven Hills
25 Lagunas 2014 Cabernet Sauvignon (San Juan),"Sharp berry and cherry aromas are like nail polish. A hard palate offers zero give, while plum and cherry flavors are tart before turning more sour and medicinal on the finish.",81,10.0,Cabernet Sauvignon,San Juan,Cabernet Sauvignon-San Juan
Gustave Lorentz 2010 Burg Riesling (Alsace),"This is a beautifully perfumed wine that's fragrant with white spring blossoms and flavored with bright fruit flavors. The palate has remarkable structure with intense acidity that lends zest and zing, and a fine, lively feeling on the finish. Drink until 2020.",90,34.0,Riesling,Alsace,Riesling-Alsace
Collin-Bourisset 2015 Domaine des Hospices Civils de Lyon  (Beaujolais-Villages),"The Hospices is a charitable organization that has vines in Beaujolais. The wine is ripe with some tannins as well as red fruits. With its structure and concentration, it could age another few months, so wait until 2017.",89,14.0,Gamay,Beaujolais-Villages,Gamay-Beaujolais-Villages
Charles Heidsieck NV Réserve Brut Rosé  (Champagne),"Pale in color, this fragrant wine has some bottle age that gives a toast and almond character. Ripe strawberry flavors balance between softness and a crisp, tight aftertaste. It is ready to drink.",91,80.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Bodegas Olarra 2014 Añares Crianza  (Rioja),"The baked berry, raisin and vanilla aromas in this Tempranillo and Garnacha blend are a touch soupy. It's tannic and firm on the palate, with tomato, berry and mildly oxidized flavors.",88,18.0,Tempranillo Blend,Rioja,Tempranillo Blend-Rioja
Far Niente 2008 Estate Bottled Cabernet Sauvignon (Oakville),"Shows the elegance and pedigree that this estate vineyard, in the heart of the Oakville bench, always shows. The tannins are sweet and ripe, and the wine brims with luscious blackberry, cassis and mocha flavors, accented with new oak that's flashy, yet perfectly in keeping with the wine's volume. Should slowly mature over the years.",95,120.0,Cabernet Sauvignon,Oakville,Cabernet Sauvignon-Oakville
Domaine du Grand Bouqueteau 2006 Réserve  (Chinon),"There is good density of fruit tannins here, boosted by wood. The wine has dried fruit, spice, perfumed blackberry and lively acidity. It could well age for 1–2 years.",89,19.0,Cabernet Franc,Chinon,Cabernet Franc-Chinon
Marchesi Antinori 2009 Guado al Tasso il Bruciato  (Bolgheri),"Il Bruciato (an expression of Cabernet Sauvignon, Merlot, Syrah and other varieties) shows pulpy fruit tones with ripe aromas of cherry, raspberry. leather and tobacco. The wine is smooth and soft with a spicy, fruity texture.",89,,Red Blend,Bolgheri,Red Blend-Bolgheri
Château Magdelaine 2011 Barrel Sample  (Saint-Émilion),"92-94. Barrel sample. DA dark, dry wine that shows its strong, firm tannins. The wine is well structured, with flavors of mint, new wood and a layer of blackberry fruit.",93,,Bordeaux-style Red Blend,Saint-Émilion,Bordeaux-style Red Blend-Saint-Émilion
Presqu'ile 2012 Chardonnay (Santa Maria Valley),"This begins with round, lush scents of honey butter on hot toast and roasted almond. The initial flavors are light and fresh, with peach and slight guava. That tropicality emerges even more thoughout the long, lingering finish.",93,35.0,Chardonnay,Santa Maria Valley,Chardonnay-Santa Maria Valley
Tenuta Carretta 2005 Garassino  (Barbaresco),"This delicate Barbaresco moves over the palate lightly and softly, imparting notes of wild berry, cedar, white truffle and licorice. The intensity builds in the mouth, where the wine gains momentum thanks to its tight, compact structure and its lingering tones of smoke and ash.",89,,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Seghesio 2010 Cortina Zinfandel (Dry Creek Valley),"As always, Seghesio's Cortina is a rich, complex Zinfandel. It captures Zin's briary, brambly, spicy personality, with dense, wild forest-berry fruit, yet manages to be elegantly compact and even Cabernet-like in its tannin structure. A very classy wine that deserves a spot on the best wine lists.",93,38.0,Zinfandel,Dry Creek Valley,Zinfandel-Dry Creek Valley
Boxwood 2010 Topiary Rosé (Virginia),"Muted on the nose and palate, with dusty notes of mealy apples, this full-bodied, dry blend of Cab Franc and Malbec finishes with just a whisper of dried cherry and strawberry flavors. Drink now.",82,14.0,Rosé,Virginia,Rosé-Virginia
Château de Santenay 2014  Nuits-St.-Georges,"For a wine from this appellation, this is soft, bringing out ripe fruit rather than structure. It means the wine will develop quickly and with charm as well as richness. The red fruits are already showing well, as is crisp acidity. Drink from 2018.",88,65.0,Pinot Noir,Nuits-St.-Georges,Pinot Noir-Nuits-St.-Georges
Clendenen Family 2013 Le Bon Climat Pinot Noir (Santa Maria Valley),"This bottling showcases Jim Clendenen's brilliance at making light wines packed with flavor. Rustic sagebrush, oak forest and animal pelt aromas meet red plum and alpine strawberry fruit on the nose. There's a salt and white pepper quality to the palate, where wild sage and more chapparal spice decorates the pomegranate and red plum fruit flavors.",96,50.0,Pinot Noir,Santa Maria Valley,Pinot Noir-Santa Maria Valley
Château Cossieu-Coutelin 2010  Saint-Estèphe,"A dark and dense wine, this offers richness and a good depth of flavor. Along with its concentrated black plum and damson fruits, it is also strongly structured, ripe and dense. It needs aging, so don't drink before 2018.",91,33.0,Bordeaux-style Red Blend,Saint-Estèphe,Bordeaux-style Red Blend-Saint-Estèphe
Barahonda 2008 Heredad Candela Monastrell (Yecla),"A bit scratchy, leathery and herbal on the bouquet, but there's also a stony character and raspberry aromas. It feels crisp and a bit sheering, with flavors of zesty red fruit, citrus and vanilla filling in the gaps. The finish is long and lightly oaky.",88,25.0,Monastrell,Yecla,Monastrell-Yecla
Nativ 2015 Aglianico (Campania),"This informal red has subdued baking spice and black-skinned fruit aromas. The simple palate delivers prune and confected notes, alongside chewy tannins. Drink soon.",86,16.0,Aglianico,Campania,Aglianico-Campania
Tapiz 2012 Alta Collection Cabernet Sauvignon (Mendoza),"Stout, smoky aromas revolve around thick berry scents and minerally notes. This is rock solid in the mouth but not too heavy. Jammy blackberry, spice and herbal flavors are generous, while the finish is lightly oaked, with modest toast, vanilla and chocolate notes along with mint.",90,20.0,Cabernet Sauvignon,Mendoza,Cabernet Sauvignon-Mendoza
Robert Mondavi 2001 Fumé Blanc (North Coast),"This wine's grapefruit and lemon flavors are lean, showing too much tartness and heat.",83,11.0,Fumé Blanc,North Coast,Fumé Blanc-North Coast
